Time(s),Amplitude(mV)
41.353,-0.021341933
41.354,-0.021341933
41.355,-0.021209717
41.356,-0.021250461
41.357,-0.02149452
41.358,-0.021077501
41.359,-0.020365288
41.36,-0.018615723
41.361,-0.018920898
41.362,-0.018615723
41.363,-0.019012367
41.364,-0.018615723
41.365,-0.018788684
41.366,-0.018636096
41.367,-0.018574976
41.368,-0.019144579
41.369,-0.018768311
41.37,-0.018392043
41.371,-0.018747936
41.372,-0.018768311
41.373,-0.018615723
41.374,-0.018920898
41.375,-0.018595348
41.376,-0.018656472
41.377,-0.019032736
41.378,-0.01759832
41.379,-0.016326904
41.38,-0.01634728
41.381,-0.016326904
41.382,-0.016153941
41.383,-0.016326904
41.384,-0.01634728
41.385,-0.016479492
41.386,-0.016215069
41.387,-0.016438739
41.388,-0.016326904
41.389,-0.016499869
41.39,-0.016459115
41.391,-0.016153939
41.392,-0.016326904
41.393,-0.016326904
41.394,-0.016326904
41.395,-0.014099219
41.396,-0.014149918
41.397,-0.013712532
41.398,-0.01386512
41.399,-0.013844742
41.4,-0.011728889
41.401,-0.011423713
41.402,-0.011423713
41.403,-0.011444092
41.404,-0.011423713
41.405,-0.011444092
41.406,-0.011444092
41.407,-0.011311883
41.408,-0.011464471
41.409,-0.011179675
41.41,-0.011444092
41.411,-0.01161706
41.412,-0.010579252
41.413,-0.009155273
41.414,-0.008911239
41.415,-0.008961925
41.416,-0.009134893
41.417,-0.008870478
41.418,-0.008982305
41.419,-0.007853046
41.42,-0.006144278
41.421,-0.00638831
41.422,-0.006561279
41.423,-0.006652722
41.424,-0.006429073
41.425,-0.005828637
41.426,-0.004119873
41.427,-0.004119873
41.428,-0.004119873
41.429,-0.004119873
41.43,-0.004058725
41.431,-0.004119873
41.432,-0.003366841
41.433,-0.001678467
41.434,-0.001871821
41.435,-0.001658083
41.436,-0.001678467
41.437,-0.001546262
41.438,-0.000508433
41.439,0.000722172
41.44,0.000762939
41.441,0.000762939
41.442,-0.000122306
41.443,-0.001281856
41.444,-0.001546264
41.445,-0.001525879
41.446,-0.001546264
41.447,-0.001698852
41.448,-0.001525879
41.449,-0.001810669
41.45,-0.001810669
41.451,-0.001525879
41.452,-0.001393677
41.453,-0.001637695
41.454,-0.001942871
41.455,-0.001678467
41.456,-0.001637694
41.457,-0.001831055
41.458,-0.001566652
41.459,-0.001525879
41.46,-0.001525879
41.461,0.000478151
41.462,0.000742552
41.463,0.001027341
41.464,0.00089514
41.465,0.000671514
41.466,0.00276697
41.467,0.003316158
41.468,0.003051758
41.469,0.003092534
41.47,0.003224734
41.471,0.005493164
41.472,0.005625363
41.473,0.005737174
41.474,0.003336545
41.475,0.002919559
41.476,0.003224735
41.477,0.003051758
41.478,0.003072147
41.479,0.003336544
41.48,0.003265515
41.481,0.003224736
41.482,0.003224736
41.483,0.003183956
41.484,0.003468741
41.485,0.003245127
41.486,0.005493164
41.487,0.005777949
41.488,0.005818731
41.489,0.005777949
41.49,0.00579834
41.491,0.005777949
41.492,0.005666143
41.493,0.00562536
41.494,0.005757556
41.495,0.005360968
41.496,0.005645752
41.497,0.005666144
41.498,0.005381361
41.499,0.005777947
41.5,0.005645752
41.501,0.005513557
41.502,0.005666145
41.503,0.005666145
41.504,0.005777947
41.505,0.005777946
41.506,0.005381363
41.507,0.005737159
41.508,0.00524917
41.509,0.005645752
41.51,0.006021939
41.511,0.005818734
41.512,0.005666146
41.513,0.005910139
41.514,0.005645752
41.515,0.00575755
41.516,0.005686542
41.517,0.00579834
41.518,0.005930533
41.519,0.006194917
41.52,0.005472769
41.521,0.005727335
41.522,0.008107554
41.523,0.008198954
41.524,0.008087158
41.525,0.007954967
41.526,0.007954967
41.527,0.007954967
41.528,0.007954967
41.529,0.008239746
41.53,0.009125067
41.531,0.010396374
41.532,0.010528564
41.533,0.010528564
41.534,0.00977543
41.535,0.00793457
41.536,0.008239746
41.537,0.008107556
41.538,0.008351538
41.539,0.008351538
41.54,0.008239746
41.541,0.00806676
41.542,0.006306698
41.543,0.006042319
41.544,0.006062718
41.545,0.003356934
41.546,0.003224745
41.547,0.003336534
41.548,0.003224745
41.549,0.003224745
41.55,0.00437446
41.551,0.005666152
41.552,0.00579834
41.553,0.005666152
41.554,0.005666152
41.555,0.008178545
41.556,0.00812796
41.557,0.008198944
41.558,0.007822784
41.559,0.008066757
41.56,0.008198944
41.561,0.008260147
41.562,0.008239746
41.563,0.007954972
41.564,0.00810756
41.565,0.00810756
41.566,0.00835153
41.567,0.00793457
41.568,0.008371932
41.569,0.008178538
41.57,0.008107561
41.571,0.007954973
41.572,0.008066755
41.573,0.006215297
41.574,0.005513567
41.575,0.005604945
41.576,0.005889717
41.577,0.005513568
41.578,0.005645752
41.579,0.005777936
41.58,0.005839148
41.581,0.00579834
41.582,0.005645752
41.583,0.005930523
41.584,0.003468712
41.585,0.003183941
41.586,0.003031353
41.587,0.003183941
41.588,0.003092568
41.589,0.003224751
41.59,0.003204346
41.591,0.003224751
41.592,0.00346871
41.593,0.003163534
41.594,0.003621297
41.595,0.005340576
41.596,0.005686565
41.597,0.00557479
41.598,0.005625345
41.599,0.005757526
41.6,0.005645752
41.601,0.005645752
41.602,0.005513571
41.603,0.005645752
41.604,0.006083108
41.605,0.007711025
41.606,0.008310703
41.607,0.00806675
41.608,0.007954978
41.609,0.007954979
41.61,0.007954979
41.611,0.008158112
41.612,0.008107567
41.613,0.007975388
41.614,0.007954979
41.615,0.00815811
41.616,0.00804634
41.617,0.006103516
41.618,0.00577793
41.619,0.00581875
41.62,0.005930518
41.621,0.00581875
41.622,0.005513574
41.623,0.005686573
41.624,0.005625342
41.625,0.00579834
41.626,0.005757518
41.627,0.005666163
41.628,0.005869284
41.629,0.003794286
41.63,0.003448288
41.631,0.003051758
41.632,0.002919581
41.633,0.003092581
41.634,0.003183934
41.635,0.003183934
41.636,0.003356934
41.637,0.00307217
41.638,0.00179023
41.639,0.00093594
41.64,0.000589939
41.641,0.000762939
41.642,0.001088528
41.643,0.001607532
41.644,0.003356934
41.645,0.003356934
41.646,0.00333652
41.647,0.003377347
41.648,0.004221942
41.649,0.005401818
41.65,0.005737097
41.651,0.005645752
41.652,0.005513579
41.653,0.005533993
41.654,0.005889684
41.655,0.005625337
41.656,0.005645752
41.657,0.005686582
41.658,0.005818755
41.659,0.005533995
41.66,0.005645752
41.661,0.005777924
41.662,0.005686584
41.663,0.005686584
41.664,0.004780732
41.665,0.003356934
41.666,0.003092591
41.667,0.00337735
41.668,0.003295683
41.669,0.003245179
41.67,0.003204346
41.671,0.002583245
41.672,0.001047698
41.673,0.000762939
41.674,0.000783357
41.675,0.000874692
41.676,0.000915527
41.677,0.000762939
41.678,-0.001525879
41.679,-0.001525879
41.68,-0.001658048
41.681,-0.00163763
41.682,-0.001678467
41.683,-0.001546298
41.684,-0.00150546
41.685,-0.00150546
41.686,-0.001525879
41.687,-0.001658047
41.688,-0.001698886
41.689,-0.001525879
41.69,-0.001678467
41.691,-0.001566719
41.692,-0.001810635
41.693,-0.001831055
41.694,-0.003835118
41.695,-0.003926444
41.696,-0.004140294
41.697,-0.006144357
41.698,-0.00638827
41.699,-0.006561279
41.7,-0.006408691
41.701,-0.006469956
41.702,-0.005564065
41.703,-0.003682531
41.704,-0.001831055
41.705,-0.000792995
41.706,0.001912743
41.707,0.005554431
41.708,0.007802405
41.709,0.010325502
41.71,0.013611539
41.711,0.016276431
41.712,0.018982168
41.713,0.020355459
41.714,0.022450843
41.715,0.022756019
41.716,0.022999924
41.717,0.022735596
41.718,0.02275602
41.719,0.02286776
41.72,0.022623856
41.721,0.02185011
41.722,0.020670255
41.723,0.020426353
41.724,0.020335039
41.725,0.02057894
41.726,0.02033504
41.727,0.020426352
41.728,0.018422284
41.729,0.017984946
41.73,0.017435871
41.731,0.016987715
41.732,0.015675701
41.733,0.015390951
41.734,0.013366456
41.735,0.011931885
41.736,0.010243815
41.737,0.008260173
41.738,0.007893717
41.739,0.005889647
41.74,0.004648516
41.741,0.003336506
41.742,0.003295652
41.743,0.001047688
41.744,0.0008951
41.745,0.000956383
41.746,0.000783367
41.747,0.000895099
41.748,0.000742511
41.749,0.000742511
41.75,0.000762939
41.751,-0.000193445
41.752,-0.001678467
41.753,-0.001871913
41.754,-0.003611667
41.755,-0.004160731
41.756,-0.006429121
41.757,-0.006510839
41.758,-0.008717939
41.759,-0.008626641
41.76,-0.010325538
41.761,-0.011423662
41.762,-0.011444092
41.763,-0.011403231
41.764,-0.011311934
41.765,-0.01259393
41.766,-0.013773772
41.767,-0.014038086
41.768,-0.014038086
41.769,-0.014017655
41.77,-0.011749268
41.771,-0.011311935
41.772,-0.011464523
41.773,-0.011444092
41.774,-0.011484956
41.775,-0.010446836
41.776,-0.009002686
41.777,-0.009023118
41.778,-0.008982253
41.779,-0.009246563
41.78,-0.0070899
41.781,-0.006713867
41.782,-0.006713867
41.783,-0.006561279
41.784,-0.004404615
41.785,-0.003835131
41.786,-0.004119873
41.787,-0.004058572
41.788,-0.001963209
41.789,-0.001678467
41.79,-0.001678467
41.791,-0.001546313
41.792,-0.001769751
41.793,0.000213892
41.794,0.000783374
41.795,0.000895092
41.796,0.000630787
41.797,0.000692093
41.798,0.000630787
41.799,0.000651223
41.8,0.000498635
41.801,0.000895092
41.802,0.000915527
41.803,0.000519072
41.804,0.000915527
41.805,0.001384194
41.806,0.003489085
41.807,0.003113068
41.808,0.003183909
41.809,0.004201621
41.81,0.005513601
41.811,0.005513601
41.812,0.005493164
41.813,0.005381451
41.814,0.005554477
41.815,0.005777902
41.816,0.005645752
41.817,0.004384173
41.818,0.002074916
41.819,-0.000234342
41.82,-0.002777941
41.821,-0.007294263
41.822,-0.011892339
41.823,-0.016816031
41.824,-0.025025825
41.825,-0.034547594
41.826,-0.046144277
41.827,-0.059958948
41.828,-0.075625114
41.829,-0.092623693
41.83,-0.11115766
41.831,-0.128227068
41.832,-0.143007656
41.833,-0.156923103
41.834,-0.169068815
41.835,-0.17585351
41.836,-0.181091883
41.837,-0.182779852
41.838,-0.1794733
41.839,-0.173531871
41.84,-0.163124507
41.841,-0.148781243
41.842,-0.130764923
41.843,-0.108476139
41.844,-0.082780042
41.845,-0.0525158
41.846,-0.018793869
41.847,0.018468977
41.848,0.058549226
41.849,0.104051823
41.85,0.153399051
41.851,0.203926097
41.852,0.254259669
41.853,0.305203592
41.854,0.353430861
41.855,0.400876222
41.856,0.44977517
41.857,0.496731363
41.858,0.543118092
41.859,0.588395817
41.86,0.632320695
41.861,0.676286462
41.862,0.719437431
41.863,0.761938652
41.864,0.803565237
41.865,0.844203989
41.866,0.882410804
41.867,0.914728025
41.868,0.938163724
41.869,0.951243887
41.87,0.950570689
41.871,0.936235381
41.872,0.909357947
41.873,0.87034428
41.874,0.821311682
41.875,0.765879853
41.876,0.706126726
41.877,0.644287724
41.878,0.584229422
41.879,0.525615212
41.88,0.468822599
41.881,0.413626664
41.882,0.35995661
41.883,0.30811761
41.884,0.258018422
41.885,0.21112358
41.886,0.165540687
41.887,0.122633581
41.888,0.08296072
41.889,0.043756623
41.89,0.008091946
41.891,-0.024805699
41.892,-0.054610688
41.893,-0.083042385
41.894,-0.107852869
41.895,-0.131096575
41.896,-0.150892107
41.897,-0.167513182
41.898,-0.181143846
41.899,-0.1911942
41.9,-0.199769011
41.901,-0.205109589
41.902,-0.208974624
41.903,-0.211680305
41.904,-0.211018036
41.905,-0.209503174
41.906,-0.207631217
41.907,-0.206064436
41.908,-0.204019439
41.909,-0.201313759
41.91,-0.199849234
41.911,-0.197601318
41.912,-0.196390041
41.913,-0.19513946
41.914,-0.193877853
41.915,-0.19241333
41.916,-0.192392878
41.917,-0.190104059
41.918,-0.189839789
41.919,-0.189086268
41.92,-0.187357477
41.921,-0.187530518
41.922,-0.185200793
41.923,-0.185089111
41.924,-0.183959636
41.925,-0.182820747
41.926,-0.182536025
41.927,-0.182871065
41.928,-0.180755288
41.929,-0.180226753
41.93,-0.180623154
41.931,-0.18016539
41.932,-0.180074166
41.933,-0.180185844
41.934,-0.179076819
41.935,-0.177744438
41.936,-0.177723982
41.937,-0.175649117
41.938,-0.174478725
41.939,-0.17288208
41.94,-0.17188473
41.941,-0.170308542
41.942,-0.169422866
41.943,-0.167673636
41.944,-0.165995169
41.945,-0.165384817
41.946,-0.1632895
41.947,-0.161966513
41.948,-0.160634135
41.949,-0.15838623
41.95,-0.156839894
41.951,-0.155995125
41.952,-0.15348296
41.953,-0.152597275
41.954,-0.150888966
41.955,-0.148600148
41.956,-0.146220115
41.957,-0.144571487
41.958,-0.143717335
41.959,-0.142435256
41.96,-0.140991211
41.961,-0.138875439
41.962,-0.138438135
41.963,-0.1375729
41.964,-0.13606748
41.965,-0.134083837
41.966,-0.132760836
41.967,-0.131072998
41.968,-0.129068896
41.969,-0.127918941
41.97,-0.126739157
41.971,-0.12431821
41.972,-0.122903998
41.973,-0.121683295
41.974,-0.120462591
41.975,-0.119059476
41.976,-0.116882324
41.977,-0.116618071
41.978,-0.115579776
41.979,-0.114156204
41.98,-0.113229572
41.981,-0.111897203
41.982,-0.109425979
41.983,-0.108235093
41.984,-0.106770599
41.985,-0.104786956
41.986,-0.104502243
41.987,-0.102782851
41.988,-0.100951796
41.989,-0.099466842
41.99,-0.097615324
41.991,-0.096048519
41.992,-0.094543102
41.993,-0.092579923
41.994,-0.091297829
41.995,-0.089589555
41.996,-0.088947618
41.997,-0.087432861
41.998,-0.085103115
41.999,-0.084513227
42,-0.082814296
42.001,-0.082376996
42.002,-0.080983241
42.003,-0.079844396
42.004,-0.078938203
42.005,-0.077229938
42.006,-0.076344207
42.007,-0.074788532
42.008,-0.074075853
42.009,-0.07261137
42.01,-0.072631836
42.011,-0.070607261
42.012,-0.070322551
42.013,-0.069213504
42.014,-0.067860679
42.015,-0.06669023
42.016,-0.065307617
42.017,-0.064421877
42.018,-0.062957398
42.019,-0.062866211
42.02,-0.060841634
42.021,-0.060272217
42.022,-0.058247639
42.023,-0.057719158
42.024,-0.055876949
42.025,-0.054239417
42.026,-0.053212238
42.027,-0.052123654
42.028,-0.050597774
42.029,-0.050069297
42.03,-0.048807656
42.031,-0.048197305
42.032,-0.046935663
42.033,-0.04560331
42.034,-0.045888017
42.035,-0.045623779
42.036,-0.045359543
42.037,-0.043883903
42.038,-0.043314491
42.039,-0.043294021
42.04,-0.042337553
42.041,-0.041046143
42.042,-0.040028263
42.043,-0.038320031
42.044,-0.038320031
42.045,-0.03827909
42.046,-0.036031213
42.047,-0.035990271
42.048,-0.035482276
42.049,-0.035837683
42.05,-0.035614393
42.051,-0.033813097
42.052,-0.033396276
42.053,-0.033528392
42.054,-0.031412633
42.055,-0.030822754
42.056,-0.031198628
42.057,-0.029082869
42.058,-0.02840182
42.059,-0.027495571
42.06,-0.026092529
42.061,-0.025939941
42.062,-0.023935826
42.063,-0.023671596
42.064,-0.023610176
42.065,-0.021738174
42.066,-0.021321357
42.067,-0.021473945
42.068,-0.021250665
42.069,-0.02036488
42.07,-0.018900424
42.071,-0.019012063
42.072,-0.017882523
42.073,-0.016042203
42.074,-0.016347379
42.075,-0.015309001
42.076,-0.014038086
42.077,-0.014017611
42.078,-0.013753386
42.079,-0.011840428
42.08,-0.011179868
42.081,-0.011271028
42.082,-0.00889105
42.083,-0.009023162
42.084,-0.009002686
42.085,-0.008961732
42.086,-0.006957613
42.087,-0.006408691
42.088,-0.005625275
42.089,-0.004251984
42.09,-0.002969849
42.091,-0.001769622
42.092,-0.000243743
42.093,0.000854094
42.094,0.001953922
42.095,0.003072236
42.096,0.005269901
42.097,0.005686709
42.098,0.007955049
42.099,0.009146036
42.1,0.010416934
42.101,0.012664795
42.102,0.013234188
42.103,0.01427259
42.104,0.015604923
42.105,0.015523006
42.106,0.015452336
42.107,0.017303871
42.108,0.018116999
42.109,0.020091414
42.11,0.021444225
42.111,0.022797037
42.112,0.024871826
42.113,0.02634752
42.114,0.027882622
42.115,0.029643013
42.116,0.031230335
42.117,0.033213978
42.118,0.035247803
42.119,0.037251927
42.12,0.038228899
42.121,0.039408639
42.122,0.04171794
42.123,0.042246364
42.124,0.044159347
42.125,0.04468777
42.126,0.046580272
42.127,0.048147116
42.128,0.049306371
42.129,0.051371946
42.13,0.054036596
42.131,0.056345898
42.132,0.057780639
42.133,0.060048975
42.134,0.06264297
42.135,0.064086914
42.136,0.066152492
42.137,0.068593899
42.138,0.071146925
42.139,0.073476713
42.14,0.074585797
42.141,0.076273461
42.142,0.078206939
42.143,0.080871582
42.144,0.082062608
42.145,0.083527032
42.146,0.086039085
42.147,0.08705704
42.148,0.088348389
42.149,0.089407316
42.15,0.090983355
42.151,0.093099099
42.152,0.093119586
42.153,0.094554336
42.154,0.096068912
42.155,0.095977783
42.156,0.09682267
42.157,0.098154988
42.158,0.098357728
42.159,0.098419189
42.16,0.098022888
42.161,0.10055542
42.162,0.100667033
42.163,0.101013184
42.164,0.100708008
42.165,0.10068752
42.166,0.101614365
42.167,0.103342979
42.168,0.10321088
42.169,0.103393124
42.17,0.103149414
42.171,0.103128925
42.172,0.103525221
42.173,0.101083815
42.174,0.100951716
42.175,0.098815485
42.176,0.097421704
42.177,0.094827709
42.178,0.092254204
42.179,0.088612584
42.18,0.086282785
42.181,0.083016968
42.182,0.080158778
42.183,0.076933941
42.184,0.073139734
42.185,0.070220072
42.186,0.066792514
42.187,0.063201027
42.188,0.060607032
42.189,0.057199967
42.19,0.053303303
42.191,0.049925877
42.192,0.045979083
42.193,0.04133997
42.194,0.037891924
42.195,0.034341417
42.196,0.029681809
42.197,0.024596282
42.198,0.020649489
42.199,0.017251569
42.2,0.012257154
42.201,0.007688652
42.202,0.002694236
42.203,-0.001414278
42.204,-0.004853187
42.205,-0.009644893
42.206,-0.014486719
42.207,-0.017080715
42.208,-0.021984022
42.209,-0.024252347
42.21,-0.029114666
42.211,-0.033173056
42.212,-0.036632464
42.213,-0.04136269
42.214,-0.044464561
42.215,-0.048554818
42.216,-0.051677184
42.217,-0.055013623
42.218,-0.058696228
42.219,-0.061442811
42.22,-0.064890845
42.221,-0.068197672
42.222,-0.071361026
42.223,-0.074850052
42.224,-0.077118374
42.225,-0.078532659
42.226,-0.080730381
42.227,-0.082438455
42.228,-0.084706776
42.229,-0.085836384
42.23,-0.087280273
42.231,-0.089589589
42.232,-0.090851288
42.233,-0.092183584
42.234,-0.092896425
42.235,-0.094451904
42.236,-0.094360811
42.237,-0.094492901
42.238,-0.094472403
42.239,-0.09678172
42.24,-0.097045898
42.241,-0.09691381
42.242,-0.096893311
42.243,-0.095854788
42.244,-0.094451904
42.245,-0.094736581
42.246,-0.094624992
42.247,-0.094583992
42.248,-0.094542992
42.249,-0.094563492
42.25,-0.094604492
42.251,-0.094604492
42.252,-0.092732436
42.253,-0.092315674
42.254,-0.092163086
42.255,-0.0920515
42.256,-0.090270528
42.257,-0.089742181
42.258,-0.088744648
42.259,-0.087280273
42.26,-0.086394324
42.261,-0.085082537
42.262,-0.084838867
42.263,-0.084797863
42.264,-0.082702637
42.265,-0.082376959
42.266,-0.082244873
42.267,-0.081511505
42.268,-0.079915049
42.269,-0.079334267
42.27,-0.077270982
42.271,-0.077646733
42.272,-0.077494145
42.273,-0.076628688
42.274,-0.075073242
42.275,-0.07490015
42.276,-0.075184822
42.277,-0.073048591
42.278,-0.072722911
42.279,-0.070566176
42.28,-0.069324967
42.281,-0.067769528
42.282,-0.067881106
42.283,-0.065703866
42.284,-0.06519604
42.285,-0.0654397
42.286,-0.064483161
42.287,-0.062734129
42.288,-0.062754634
42.289,-0.062713623
42.29,-0.062581541
42.291,-0.062907223
42.292,-0.062561035
42.293,-0.060556886
42.294,-0.060181149
42.295,-0.06025171
42.296,-0.057983398
42.297,-0.057830811
42.298,-0.057097416
42.299,-0.055715087
42.3,-0.055348389
42.301,-0.053253174
42.302,-0.053253174
42.303,-0.05305957
42.304,-0.050902831
42.305,-0.050700196
42.306,-0.050506592
42.307,-0.050679688
42.308,-0.050486083
42.309,-0.050547609
42.31,-0.050395022
42.311,-0.050618162
42.312,-0.048217773
42.313,-0.048085695
42.314,-0.047199699
42.315,-0.045908445
42.316,-0.045867426
42.317,-0.043578607
42.318,-0.043293941
42.319,-0.043334961
42.32,-0.042184804
42.321,-0.040893555
42.322,-0.040740967
42.323,-0.0406294
42.324,-0.040873044
42.325,-0.040740967
42.326,-0.038716302
42.327,-0.038320072
42.328,-0.037454575
42.329,-0.036010742
42.33,-0.035594002
42.331,-0.033812976
42.332,-0.0336809
42.333,-0.033548824
42.334,-0.033589848
42.335,-0.032510221
42.336,-0.031107417
42.337,-0.03112793
42.338,-0.030904805
42.339,-0.030975342
42.34,-0.030802241
42.341,-0.028686523
42.342,-0.028533936
42.343,-0.02866601
42.344,-0.028401861
42.345,-0.028971185
42.346,-0.02855445
42.347,-0.028533936
42.348,-0.028686523
42.349,-0.028401862
42.35,-0.028666009
42.351,-0.028686523
42.352,-0.028666009
42.353,-0.028533936
42.354,-0.02762739
42.355,-0.026245117
42.356,-0.026092529
42.357,-0.025919426
42.358,-0.025115455
42.359,-0.023824227
42.36,-0.023671639
42.361,-0.023783195
42.362,-0.023671639
42.363,-0.023651123
42.364,-0.023539568
42.365,-0.02367164
42.366,-0.023651123
42.367,-0.021687998
42.368,-0.021098163
42.369,-0.021077646
42.37,-0.02145334
42.371,-0.021737998
42.372,-0.02140334
42.373,-0.022512492
42.374,-0.023630605
42.375,-0.023671641
42.376,-0.02393578
42.377,-0.023762674
42.378,-0.021646962
42.379,-0.021098166
42.38,-0.021341786
42.381,-0.021341786
42.382,-0.021098167
42.383,-0.021341785
42.384,-0.021321266
42.385,-0.021453334
42.386,-0.021098168
42.387,-0.021341785
42.388,-0.021209717
42.389,-0.021341784
42.39,-0.021209717
42.391,-0.019205554
42.392,-0.018331068
42.393,-0.019052966
42.394,-0.018656765
42.395,-0.018768311
42.396,-0.018900377
42.397,-0.018636244
42.398,-0.01894142
42.399,-0.018615723
42.4,-0.018656766
42.401,-0.01869781
42.402,-0.018392635
42.403,-0.018636245
42.404,-0.018372114
42.405,-0.019032441
42.406,-0.018788833
42.407,-0.020813522
42.408,-0.021209717
42.409,-0.02123024
42.41,-0.02336647
42.411,-0.023783188
42.412,-0.023671647
42.413,-0.023783187
42.414,-0.023762663
42.415,-0.023671647
42.416,-0.023894727
42.417,-0.022765038
42.418,-0.021189192
42.419,-0.021077653
42.42,-0.021280206
42.421,-0.0191645
42.422,-0.01852471
42.423,-0.018920898
42.424,-0.018677298
42.425,-0.020793004
42.426,-0.021341779
42.427,-0.021230242
42.428,-0.02019156
42.429,-0.018747785
42.43,-0.019205548
42.431,-0.018727258
42.432,-0.018677302
42.433,-0.018788837
42.434,-0.018636249
42.435,-0.018920898
42.436,-0.01918502
42.437,-0.018656777
42.438,-0.018788838
42.439,-0.01863625
42.44,-0.018747783
42.441,-0.018595195
42.442,-0.016591024
42.443,-0.016549968
42.444,-0.016215373
42.445,-0.016306376
42.446,-0.016458964
42.447,-0.016194845
42.448,-0.016458964
42.449,-0.016326904
42.45,-0.016285846
42.451,-0.016591022
42.452,-0.016194846
42.453,-0.016438433
42.454,-0.014190674
42.455,-0.014149614
42.456,-0.012908381
42.457,-0.011332564
42.458,-0.011027388
42.459,-0.011444092
42.46,-0.009530916
42.461,-0.009023216
42.462,-0.009002686
42.463,-0.009002686
42.464,-0.006977981
42.465,-0.006408691
42.466,-0.006825393
42.467,-0.006429223
42.468,-0.006581811
42.469,-0.006540748
42.47,-0.006449755
42.471,-0.006429223
42.472,-0.007426879
42.473,-0.008982153
42.474,-0.008627052
42.475,-0.008738575
42.476,-0.008718042
42.477,-0.009175806
42.478,-0.009287328
42.479,-0.009225729
42.48,-0.006845922
42.481,-0.006693334
42.482,-0.006631733
42.483,-0.004383981
42.484,-0.003967285
42.485,-0.00301069
42.486,-0.001699001
42.487,-0.000548749
42.488,0.000498833
42.489,0.000783474
42.49,0.000804009
42.491,0.000915527
42.492,0.000721869
42.493,0.000762939
42.494,0.000894992
42.495,0.00104758
42.496,0.000936063
42.497,0.000783475
42.498,0.000915527
42.499,0.000804011
42.5,0.000742403
42.501,-0.001546415
42.502,-0.001282312
42.503,-0.001678467
42.504,-0.001637393
42.505,-0.001546416
42.506,-0.00165793
42.507,-0.00165793
42.508,-0.00165793
42.509,-0.000548739
42.51,0.000721864
42.511,0.001068115
42.512,0.000721864
42.513,0.000519378
42.514,0.000762939
42.515,0.000874451
42.516,0.000762939
42.517,0.000762939
42.518,0.000610352
42.519,0.000762939
42.52,0.001047576
42.521,0.000874449
42.522,0.000630891
42.523,0.000783479
42.524,-0.000234746
42.525,-0.001699007
42.526,-0.001789975
42.527,-0.001546419
42.528,-0.000569271
42.529,0.000569271
42.53,0.000874446
42.531,0.000630892
42.532,0.000651433
42.533,0.000894986
42.534,0.000407881
42.535,0.003224887
42.536,0.003072299
42.537,0.003163263
42.538,0.004049452
42.539,0.005707377
42.54,0.00579834
42.541,0.00562521
42.542,0.005493164
42.543,0.005645752
42.544,0.0058893
42.545,0.005625209
42.546,0.005736712
42.547,0.006754953
42.548,0.008087158
42.549,0.007975657
42.55,0.008219203
42.551,0.008178116
42.552,0.008128245
42.553,0.008219202
42.554,0.008503834
42.555,0.008219202
42.556,0.006936866
42.557,0.006511413
42.558,0.007975659
42.559,0.008219201
42.56,0.007996205
42.561,0.00797566
42.562,0.00797566
42.563,0.007843618
42.564,0.008198655
42.565,0.008107704
42.566,0.008178109
42.567,0.007823074
42.568,0.007975662
42.569,0.010355431
42.57,0.010701699
42.571,0.010396523
42.572,0.010813194
42.573,0.010792647
42.574,0.010549111
42.575,0.010152988
42.576,0.010569659
42.577,0.010681152
42.578,0.010681152
42.579,0.010437619
42.58,0.010528564
42.581,0.010813192
42.582,0.010528564
42.583,0.010569661
42.584,0.010945232
42.585,0.010751547
42.586,0.009398804
42.587,0.008239746
42.588,0.008219197
42.589,0.006173908
42.59,0.005868732
42.591,0.005666301
42.592,0.005757241
42.593,0.004515988
42.594,0.003336384
42.595,0.005472614
42.596,0.005645752
42.597,0.00577779
42.598,0.005513714
42.599,0.005686853
42.6,0.005513715
42.601,0.005422779
42.602,0.005645752
42.603,0.005645752
42.604,0.005645752
42.605,0.005777789
42.606,0.005604649
42.607,0.005777788
42.608,0.006490898
42.609,0.007955122
42.61,0.007996226
42.611,0.008239746
42.612,0.008066606
42.613,0.007781982
42.614,0.008087158
42.615,0.008066606
42.616,0.007955123
42.617,0.006916278
42.618,0.005950928
42.619,0.005757233
42.62,0.005402236
42.621,0.005513718
42.622,0.005707413
42.623,0.005777786
42.624,0.00579834
42.625,0.00590982
42.626,0.005534273
42.627,0.007497361
42.628,0.0078642
42.629,0.008107713
42.63,0.008107713
42.631,0.007996235
42.632,0.007884758
42.633,0.010132466
42.634,0.010904107
42.635,0.010375977
42.636,0.008503811
42.637,0.007955126
42.638,0.007996238
42.639,0.009237498
42.64,0.010508008
42.641,0.010681152
42.642,0.010792627
42.643,0.010722266
42.644,0.010681152
42.645,0.01028506
42.646,0.010528564
42.647,0.010660595
42.648,0.010569679
42.649,0.01070171
42.65,0.010640037
42.651,0.010549122
42.652,0.01056968
42.653,0.010772066
42.654,0.00819863
42.655,0.008289542
42.656,0.007975687
42.657,0.008107717
42.658,0.007975688
42.659,0.008198628
42.66,0.010528564
42.661,0.010681152
42.662,0.0095308
42.663,0.007975689
42.664,0.00793457
42.665,0.007068832
42.666,0.005686872
42.667,0.005493164
42.668,0.003814697
42.669,0.003072318
42.67,0.003488961
42.671,0.003051758
42.672,0.003377494
42.673,0.0034684
42.674,0.00309288
42.675,0.003031197
42.676,0.003224907
42.677,0.005493164
42.678,0.005513726
42.679,0.00586868
42.68,0.005340576
