Time(s),Amplitude(mV)
7.285,0.010528564
7.286,0.010696635
7.287,0.01055953
7.288,0.010528564
7.289,0.010544047
7.29,0.010406943
7.291,0.010681152
7.292,0.010528564
7.293,0.010422427
7.294,0.010375977
7.295,0.010681152
7.296,0.010650184
7.297,0.010559533
7.298,0.01051308
7.299,0.010665668
7.3,0.010955359
7.301,0.010665668
7.302,0.010375977
7.303,0.010513079
7.304,0.010681152
7.305,0.010665667
7.306,0.009383022
7.307,0.007706822
7.308,0.008239746
7.309,0.008452007
7.31,0.00590447
7.311,0.00579834
7.312,0.005493164
7.313,0.005782853
7.314,0.005919955
7.315,0.005645752
7.316,0.005705419
7.317,0.003478547
7.318,0.002945631
7.319,0.00323532
7.32,0.003219833
7.321,0.003356934
7.322,0.003098221
7.323,0.003662109
7.324,0.003279493
7.325,0.000884551
7.326,0.00062584
7.327,0.00088455
7.328,0.000793917
7.329,0.00062584
7.33,0.000900038
7.331,0.000625841
7.332,0.000809407
7.333,0.000762939
7.334,0.00065682
7.335,0.000915527
7.336,0.000762939
7.337,0.000931017
7.338,0.000762939
7.339,0.000747449
7.34,0.000442273
7.341,-0.001525879
7.342,-0.001815564
7.343,-0.002945642
7.344,-0.003936303
7.345,-0.003845679
7.346,-0.004073399
7.347,-0.002105248
7.348,-0.001662975
7.349,-0.000243209
7.35,0.000703302
7.351,0.00280855
7.352,0.004639605
7.353,0.007111996
7.354,0.010590534
7.355,0.01275775
7.356,0.01652597
7.357,0.01915095
7.358,0.022003642
7.359,0.022934663
7.36,0.025192495
7.361,0.025360577
7.362,0.025314096
7.363,0.025345083
7.364,0.025207989
7.365,0.02532959
7.366,0.024918308
7.367,0.025192496
7.368,0.025177002
7.369,0.025314095
7.37,0.025177002
7.371,0.025619271
7.372,0.025207992
7.373,0.025161507
7.374,0.025314095
7.375,0.025404701
7.376,0.023025276
7.377,0.022735596
7.378,0.022872688
7.379,0.023040771
7.38,0.021346809
7.381,0.020415785
7.382,0.018279554
7.383,0.016722682
7.384,0.014113191
7.385,0.012907984
7.386,0.010849237
7.387,0.010482073
7.388,0.00836134
7.389,0.006667375
7.39,0.005387069
7.391,0.005583761
7.392,0.003341436
7.393,0.003478526
7.394,0.003341436
7.395,0.003478525
7.396,0.002945665
7.397,0.001662968
7.398,0.000747441
7.399,0.000869031
7.4,-0.001251701
7.401,-0.001740463
7.402,-0.003724106
7.403,-0.006302602
7.404,-0.007691393
7.405,-0.008971686
7.406,-0.008850098
7.407,-0.009064685
7.408,-0.011307004
7.409,-0.011200917
7.41,-0.010282974
7.411,-0.009018186
7.412,-0.008865598
7.413,-0.009108771
7.414,-0.009108771
7.415,-0.006713867
7.416,-0.006514776
7.417,-0.004425049
7.418,-0.004241458
7.419,-0.002425905
7.42,-0.001678467
7.421,-0.001678467
7.422,-0.001525879
7.423,-0.001831055
7.424,-0.001510377
7.425,0.000641357
7.426,0.000731934
7.427,0.000747437
7.428,0.000884521
7.429,0.000457764
7.43,0.000610352
7.431,-0.00164746
7.432,-0.001769041
7.433,-0.001662963
7.434,-0.001740482
7.435,-0.003708621
7.436,-0.003845705
7.437,-0.003845706
7.438,-0.004225948
7.439,-0.00398279
7.44,-0.003830202
7.441,-0.004150883
7.442,-0.004287966
7.443,-0.004241451
7.444,-0.003998296
7.445,-0.003861213
7.446,-0.004272461
7.447,-0.004135379
7.448,-0.004225943
7.449,-0.004104367
7.45,-0.004104367
7.451,-0.002669051
7.452,-0.001831055
7.453,-0.001541385
7.454,-0.001678467
7.455,-0.001784534
7.456,-0.001556893
7.457,-0.001448343
7.458,0.000457764
7.459,0.000731925
7.46,0.000641367
7.461,0.000625859
7.462,0.000488779
7.463,0.000900019
7.464,0.002167247
7.465,0.003341425
7.466,0.003204346
7.467,0.003082775
7.468,0.003067267
7.469,0.003204346
7.47,0.00352503
7.471,0.005614734
7.472,0.005387104
7.473,0.005630243
7.474,0.005356086
7.475,0.005888889
7.476,0.005325066
7.477,0.003494011
7.478,0.003126795
7.479,0.001021584
7.48,-0.001603431
7.481,-0.003770683
7.482,-0.00775348
7.483,-0.01236214
7.484,-0.018817366
7.485,-0.02618812
7.486,-0.035938236
7.487,-0.047033146
7.488,-0.059591891
7.489,-0.074791166
7.49,-0.092323266
7.491,-0.110450205
7.492,-0.127418489
7.493,-0.144309213
7.494,-0.15793354
7.495,-0.170368187
7.496,-0.178103633
7.497,-0.182709757
7.498,-0.183348593
7.499,-0.18131841
7.5,-0.176647692
7.501,-0.166773472
7.502,-0.154426815
7.503,-0.136496459
7.504,-0.115315215
7.505,-0.089434771
7.506,-0.060502568
7.507,-0.027693609
7.508,0.010468888
7.509,0.050617585
7.51,0.0958767
7.511,0.144629823
7.512,0.196923499
7.513,0.249336171
7.514,0.300985902
7.515,0.352255446
7.516,0.401251686
7.517,0.449958267
7.518,0.499151073
7.519,0.545537803
7.52,0.592061605
7.521,0.637134535
7.522,0.680836748
7.523,0.724766555
7.524,0.767734284
7.525,0.810580458
7.526,0.85081712
7.527,0.890001184
7.528,0.925505035
7.529,0.952233785
7.53,0.969654668
7.531,0.974043505
7.532,0.966652032
7.533,0.943864694
7.534,0.909741884
7.535,0.864249974
7.536,0.810947635
7.537,0.75110213
7.538,0.688753143
7.539,0.627154176
7.54,0.565891424
7.541,0.506992484
7.542,0.448308208
7.543,0.393148975
7.544,0.339849229
7.545,0.285636565
7.546,0.235634283
7.547,0.186578571
7.548,0.141459104
7.549,0.098675017
7.55,0.056790939
7.551,0.019575005
7.552,-0.01707452
7.553,-0.049361078
7.554,-0.079907083
7.555,-0.105389267
7.556,-0.129420554
7.557,-0.150811281
7.558,-0.169013181
7.559,-0.183798688
7.56,-0.197239317
7.561,-0.206821313
7.562,-0.213152395
7.563,-0.218247251
7.564,-0.219405864
7.565,-0.219131734
7.566,-0.217864462
7.567,-0.216855797
7.568,-0.214492005
7.569,-0.212309205
7.57,-0.209929891
7.571,-0.208098836
7.572,-0.205794494
7.573,-0.204941061
7.574,-0.203078959
7.575,-0.202026367
7.576,-0.202316019
7.577,-0.202253921
7.578,-0.200011676
7.579,-0.199737549
7.58,-0.199737549
7.581,-0.199753074
7.582,-0.199737549
7.583,-0.198286632
7.584,-0.197022017
7.585,-0.197081453
7.586,-0.195113335
7.587,-0.194870262
7.588,-0.193525352
7.589,-0.192397804
7.59,-0.192351225
7.591,-0.190398635
7.592,-0.190183941
7.593,-0.187957228
7.594,-0.18746841
7.595,-0.185347706
7.596,-0.185027003
7.597,-0.183074414
7.598,-0.182448535
7.599,-0.18048042
7.6,-0.178664892
7.601,-0.177839842
7.602,-0.17556655
7.603,-0.175108786
7.604,-0.173324316
7.605,-0.171751851
7.606,-0.17037856
7.607,-0.1682268
7.608,-0.16569492
7.609,-0.164122455
7.61,-0.163010454
7.611,-0.161681047
7.612,-0.160659519
7.613,-0.159270699
7.614,-0.158171524
7.615,-0.156066353
7.616,-0.154509413
7.617,-0.15330424
7.618,-0.151199069
7.619,-0.149489542
7.62,-0.148299899
7.621,-0.146758489
7.622,-0.145948957
7.623,-0.143843788
7.624,-0.142439434
7.625,-0.140854154
7.626,-0.139708382
7.627,-0.13826016
7.628,-0.137282507
7.629,-0.135909215
7.63,-0.13381958
7.631,-0.132521217
7.632,-0.129989351
7.633,-0.12889017
7.634,-0.126417699
7.635,-0.124007357
7.636,-0.12232889
7.637,-0.121534884
7.638,-0.119339264
7.639,-0.117461609
7.64,-0.116789124
7.641,-0.114425384
7.642,-0.112547729
7.643,-0.111753721
7.644,-0.109283998
7.645,-0.107695983
7.646,-0.10688644
7.647,-0.104675293
7.648,-0.104049407
7.649,-0.102613977
7.65,-0.101807193
7.651,-0.100645868
7.652,-0.09947177
7.653,-0.098219996
7.654,-0.097014828
7.655,-0.094741545
7.656,-0.094526814
7.657,-0.09262085
7.658,-0.090590599
7.659,-0.089812123
7.66,-0.087738037
7.661,-0.085738858
7.662,-0.08506636
7.663,-0.082397461
7.664,-0.080809435
7.665,-0.079893907
7.666,-0.077651699
7.667,-0.077483574
7.668,-0.075194755
7.669,-0.075148142
7.67,-0.072952549
7.671,-0.07128683
7.672,-0.070237044
7.673,-0.069854178
7.674,-0.067886073
7.675,-0.067901611
7.676,-0.067733485
7.677,-0.067945428
7.678,-0.065581715
7.679,-0.065413588
7.68,-0.065261
7.681,-0.06288175
7.682,-0.062592114
7.683,-0.062804053
7.684,-0.060455884
7.685,-0.060225597
7.686,-0.058135986
7.687,-0.057647142
7.688,-0.05569458
7.689,-0.055404945
7.69,-0.055221276
7.691,-0.053131667
7.692,-0.053069504
7.693,-0.053175469
7.694,-0.050796226
7.695,-0.050765144
7.696,-0.050185875
7.697,-0.048491866
7.698,-0.048217773
7.699,-0.048034102
7.7,-0.045928955
7.701,-0.045807451
7.702,-0.045760825
7.703,-0.04556161
7.704,-0.043609052
7.705,-0.043350504
7.706,-0.043288332
7.707,-0.041183187
7.708,-0.040772053
7.709,-0.040831382
7.71,-0.038589193
7.711,-0.038467692
7.712,-0.037016683
7.713,-0.03584261
7.714,-0.035674478
7.715,-0.03370638
7.716,-0.033538247
7.717,-0.032286455
7.718,-0.031249428
7.719,-0.03112793
7.72,-0.029692459
7.721,-0.028518391
7.722,-0.028275395
7.723,-0.027235506
7.724,-0.026076984
7.725,-0.026076984
7.726,-0.024703693
7.727,-0.023682215
7.728,-0.023529627
7.729,-0.022231194
7.73,-0.021072675
7.731,-0.02119417
7.732,-0.019805333
7.733,-0.018920898
7.734,-0.018783857
7.735,-0.018799405
7.736,-0.017363925
7.737,-0.016342452
7.738,-0.016311357
7.739,-0.016280262
7.74,-0.01400699
7.741,-0.013701814
7.742,-0.01173372
7.743,-0.011275956
7.744,-0.009245668
7.745,-0.008803452
7.746,-0.006744964
7.747,-0.005430969
7.748,-0.00453099
7.749,-0.002684386
7.75,-0.001541428
7.751,-0.00151033
7.752,0.000473313
7.753,0.000488863
7.754,0.002198429
7.755,0.003204346
7.756,0.004624287
7.757,0.005645752
7.758,0.007065694
7.759,0.007950121
7.76,0.009522652
7.761,0.010528564
7.762,0.012085545
7.763,0.01313811
7.764,0.014421018
7.765,0.015411377
7.766,0.017089844
7.767,0.01774685
7.768,0.018052026
7.769,0.020004566
7.77,0.020415673
7.771,0.021714137
7.772,0.022934841
7.773,0.025177002
7.774,0.025102177
7.775,0.027359891
7.776,0.029359087
7.777,0.030016098
7.778,0.032716021
7.779,0.034942627
7.78,0.036515166
7.781,0.038819539
7.782,0.039735067
7.783,0.041659445
7.784,0.044328259
7.785,0.046754111
7.786,0.049438477
7.787,0.050736952
7.788,0.053299838
7.789,0.054399063
7.79,0.056398261
7.791,0.058761893
7.792,0.060608503
7.793,0.061586252
7.794,0.063675817
7.795,0.065338728
7.796,0.066437955
7.797,0.068894918
7.798,0.071258545
7.799,0.072709617
7.8,0.075288055
7.801,0.077561318
7.802,0.078919053
7.803,0.080933809
7.804,0.083359659
7.805,0.084748508
7.806,0.086380303
7.807,0.088363946
7.808,0.088563207
7.809,0.090836468
7.81,0.090774237
7.811,0.092362348
7.812,0.093383789
7.813,0.094651167
7.814,0.095977783
7.815,0.097519221
7.816,0.098830277
7.817,0.099702128
7.818,0.100997625
7.819,0.100723567
7.82,0.102127976
7.821,0.103164973
7.822,0.103164974
7.823,0.103286442
7.824,0.103027946
7.825,0.103560498
7.826,0.103012386
7.827,0.101745003
7.828,0.100997623
7.829,0.099135447
7.83,0.098008108
7.831,0.096709601
7.832,0.095747391
7.833,0.093536377
7.834,0.093290422
7.835,0.091521612
7.836,0.089506846
7.837,0.088195801
7.838,0.086149911
7.839,0.083724066
7.84,0.080993046
7.841,0.078947154
7.842,0.076368721
7.843,0.072416998
7.844,0.070065928
7.845,0.066861582
7.846,0.063015757
7.847,0.0588678
7.848,0.055554511
7.849,0.050382085
7.85,0.045788883
7.851,0.040753482
7.852,0.036465456
7.853,0.031140442
7.854,0.026562804
7.855,0.02167999
7.856,0.016432799
7.857,0.014035029
7.858,0.008909298
7.859,0.004194637
7.86,-0.000566718
7.861,-0.003739935
7.862,-0.007769482
7.863,-0.012773753
7.864,-0.017535109
7.865,-0.022508248
7.866,-0.025317094
7.867,-0.030137644
7.868,-0.03476198
7.869,-0.03918703
7.87,-0.042528398
7.871,-0.047121603
7.872,-0.052004416
7.873,-0.055467238
7.874,-0.059266369
7.875,-0.061950684
7.876,-0.064089999
7.877,-0.067232076
7.878,-0.069963092
7.879,-0.073640769
7.88,-0.076250332
7.881,-0.079850171
7.882,-0.083406397
7.883,-0.08601596
7.884,-0.088426231
7.885,-0.091020226
7.886,-0.093414926
7.887,-0.095856333
7.888,-0.098571777
7.889,-0.099456166
7.89,-0.101228049
7.891,-0.102159146
7.892,-0.104491566
7.893,-0.104463535
7.894,-0.106674505
7.895,-0.106690075
7.896,-0.108231525
7.897,-0.109558105
7.898,-0.109115912
7.899,-0.109237359
7.9,-0.10925293
7.901,-0.109405518
7.902,-0.109237359
7.903,-0.109237359
7.904,-0.109100342
7.905,-0.109374375
7.906,-0.109526962
7.907,-0.109100342
7.908,-0.10917507
7.909,-0.107238143
7.91,-0.10669008
7.911,-0.106948539
7.912,-0.105528531
7.913,-0.104248674
7.914,-0.104080514
7.915,-0.104475987
7.916,-0.101944284
7.917,-0.101928711
7.918,-0.100767156
7.919,-0.099287997
7.92,-0.097167339
7.921,-0.096983604
7.922,-0.09487852
7.923,-0.093031891
7.924,-0.091904633
7.925,-0.090880086
7.926,-0.089690531
7.927,-0.087585449
7.928,-0.087233549
7.929,-0.087339412
7.93,-0.08497588
7.931,-0.084838867
7.932,-0.084991455
7.933,-0.083403274
7.934,-0.082397461
7.935,-0.081251467
7.936,-0.079909327
7.937,-0.07794126
7.938,-0.077726367
7.939,-0.075378418
7.94,-0.075057666
7.941,-0.073790233
7.942,-0.072647413
7.943,-0.071059226
7.944,-0.070174853
7.945,-0.068770407
7.946,-0.067506157
7.947,-0.066313423
7.948,-0.065186184
7.949,-0.064009025
7.95,-0.062835055
7.951,-0.062607769
7.952,-0.061720205
7.953,-0.060424805
7.954,-0.060287795
7.955,-0.060409226
7.956,-0.060150786
7.957,-0.058973619
7.958,-0.057678223
7.959,-0.05795224
7.96,-0.057768493
7.961,-0.055647842
7.962,-0.055541992
7.963,-0.055526412
7.964,-0.055311505
7.965,-0.053085006
7.966,-0.052947998
7.967,-0.052947998
7.968,-0.051527966
7.969,-0.050721502
7.97,-0.050354004
7.971,-0.05065918
7.972,-0.049376152
7.973,-0.048339199
7.974,-0.047928179
7.975,-0.048171029
7.976,-0.04588221
7.977,-0.045776367
7.978,-0.045623779
7.979,-0.045745203
7.98,-0.045745203
7.981,-0.044508917
7.982,-0.043303796
7.983,-0.043440801
7.984,-0.043060951
7.985,-0.041883755
7.986,-0.040877972
7.987,-0.040909138
7.988,-0.039473514
7.989,-0.038573569
7.99,-0.038467732
7.991,-0.038420981
7.992,-0.036132162
7.993,-0.03572115
7.994,-0.035627645
7.995,-0.03370634
7.996,-0.033416748
7.997,-0.03326416
7.998,-0.031875284
7.999,-0.030838339
8,-0.030975342
8.001,-0.030990927
8.002,-0.031096759
8.003,-0.031112344
8.004,-0.031218175
8.005,-0.030990928
8.006,-0.030822754
8.007,-0.030869512
8.008,-0.029692294
8.009,-0.028792352
8.01,-0.028807938
8.011,-0.028580695
8.012,-0.028686523
8.013,-0.028487175
8.014,-0.026503532
8.015,-0.026092529
8.016,-0.025971116
8.017,-0.026045767
8.018,-0.023940711
8.019,-0.023772535
8.02,-0.023651123
8.021,-0.023666711
8.022,-0.023666711
8.023,-0.023651123
8.024,-0.023788122
8.025,-0.02394071
8.026,-0.023529713
8.027,-0.023651123
8.028,-0.024077709
8.029,-0.023956299
8.03,-0.023803711
8.031,-0.021820068
8.032,-0.021088308
8.033,-0.021072719
8.034,-0.021088309
8.035,-0.021072719
8.036,-0.021072719
8.037,-0.021072719
8.038,-0.021225307
8.039,-0.021346714
8.04,-0.021209717
8.041,-0.021483711
8.042,-0.019057895
8.043,-0.020157193
8.044,-0.021225308
8.045,-0.021362305
8.046,-0.021072721
8.047,-0.021346713
8.048,-0.021436933
8.049,-0.01919489
8.05,-0.018905306
8.051,-0.018905306
8.052,-0.018783903
8.053,-0.018936491
8.054,-0.018830682
8.055,-0.0190423
8.056,-0.01734824
8.057,-0.016311311
8.058,-0.016311311
8.059,-0.016174316
8.06,-0.015149633
8.061,-0.013764098
8.062,-0.013748504
8.063,-0.013885498
8.064,-0.013748504
8.065,-0.013885498
8.066,-0.013869904
8.067,-0.015199769
8.068,-0.016068513
8.069,-0.016052918
8.07,-0.016052919
8.071,-0.016463897
8.072,-0.016174316
8.073,-0.016158721
8.074,-0.016463897
8.075,-0.016326904
8.076,-0.016189912
8.077,-0.016463896
8.078,-0.016495088
8.079,-0.016479492
8.08,-0.016311308
8.081,-0.016448299
8.082,-0.01620551
8.083,-0.016326904
8.084,-0.016311307
8.085,-0.016311307
8.086,-0.016463895
8.087,-0.016189914
8.088,-0.016342502
8.089,-0.016311306
8.09,-0.01622111
8.091,-0.016189915
8.092,-0.016463894
8.093,-0.016068524
8.094,-0.016463894
8.095,-0.015028208
8.096,-0.014175075
8.097,-0.013764108
8.098,-0.013869899
8.099,-0.012617997
8.1,-0.011428492
8.101,-0.011291504
8.102,-0.011322703
8.103,-0.011428492
8.104,-0.011428492
8.105,-0.011170116
8.106,-0.011307104
8.107,-0.011307104
8.108,-0.011718066
8.109,-0.011338306
8.11,-0.011764868
8.111,-0.011444092
8.112,-0.011475294
8.113,-0.011412889
8.114,-0.013001174
8.115,-0.014022484
8.116,-0.0139011
8.117,-0.013748512
8.118,-0.013916702
8.119,-0.013916702
8.12,-0.014006881
8.121,-0.012175826
8.122,-0.01159668
8.123,-0.011459694
8.124,-0.011154519
8.125,-0.011444092
8.126,-0.011503061
8.127,-0.009018289
8.128,-0.008881304
8.129,-0.008987082
8.13,-0.009276654
8.131,-0.009124066
8.132,-0.009002686
8.133,-0.009139669
8.134,-0.009124065
8.135,-0.008987081
8.136,-0.008728719
8.137,-0.009124064
8.138,-0.008881307
8.139,-0.009139668
8.14,-0.008865703
8.141,-0.009139668
8.142,-0.008896914
8.143,-0.00898708
8.144,-0.009018291
8.145,-0.008728721
8.146,-0.009276649
8.147,-0.009018292
8.148,-0.009077242
8.149,-0.006713867
8.15,-0.006439905
8.151,-0.006729474
8.152,-0.006498852
8.153,-0.004119873
8.154,-0.003936071
8.155,-0.003967285
8.156,-0.003967285
8.157,-0.0039985
8.158,-0.004256853
8.159,-0.003967285
8.16,-0.004225637
8.161,-0.003998501
8.162,-0.004104265
8.163,-0.005387401
8.164,-0.006408691
8.165,-0.006530062
8.166,-0.006439909
8.167,-0.006698258
8.168,-0.006729476
8.169,-0.006561279
8.17,-0.006561279
8.171,-0.006424301
8.172,-0.006452011
8.173,-0.004119873
8.174,-0.004104263
8.175,-0.004119873
8.176,-0.004362608
8.177,-0.004378217
8.178,-0.004104262
8.179,-0.003998507
8.18,-0.004135484
8.181,-0.004225628
8.182,-0.004119873
8.183,-0.004119873
8.184,-0.004104262
8.185,-0.003982897
8.186,-0.003967285
8.187,-0.004073037
8.188,-0.003845921
8.189,-0.003951673
8.19,-0.004119873
8.191,-0.003845922
8.192,-0.004272461
8.193,-0.003998511
8.194,-0.002637292
8.195,-0.001815442
8.196,-0.001525879
8.197,-0.001709693
8.198,-0.001435745
8.199,-0.001236317
8.2,-0.001936801
8.201,-0.001799827
8.202,-0.001662853
8.203,-0.001525879
8.204,-0.001647238
8.205,-0.001525879
8.206,-0.002105001
8.207,-0.001678467
8.208,-0.001831055
8.209,-0.001420136
8.21,-0.001435752
8.211,-0.001694082
8.212,-0.001694082
8.213,-0.001647236
8.214,-0.001662851
8.215,-0.001709699
8.216,-0.001510263
8.217,-0.001510263
8.218,-0.001525879
8.219,-0.001479029
8.22,0.00047338
8.221,0.000899911
8.222,0.00089991
8.223,0.000809791
8.224,0.000794174
8.225,0.000868675
8.226,0.000747322
8.227,0.000625969
8.228,0.000747322
8.229,0.000915527
8.23,-0.000551472
8.231,-0.001678467
8.232,-0.001541497
8.233,-0.001815436
8.234,-0.001404528
8.235,-7.45E-05
8.236,0.000778558
8.237,0.00074732
8.238,0.000625971
8.239,0.001052496
8.24,0.000899908
8.241,0.000778559
8.242,0.000625971
8.243,0.000778559
8.244,0.000762939
8.245,0.000762939
8.246,0.002061744
8.247,0.003082999
8.248,0.003188725
8.249,0.003036137
8.25,0.003615247
8.251,0.003356934
8.252,0.003204346
8.253,0.003219967
8.254,0.002914791
8.255,0.003278825
8.256,0.000915527
8.257,0.000625973
8.258,0.00033642
8.259,0.000489008
8.26,0.000899905
8.261,0.001052493
8.262,0.000716072
8.263,0.000610352
8.264,0.001036869
8.265,0.000778563
8.266,0.000931151
8.267,0.000899904
8.268,0.000762939
8.269,-0.000641599
8.27,-0.001921147
8.271,-0.001799807
8.272,-0.001510255
8.273,-0.001388915
8.274,-0.002120606
8.275,-0.001541503
8.276,-0.001799805
8.277,-0.001846679
8.278,-0.001557129
8.279,-0.001678467
8.28,-0.001404541
8.281,1.56E-05
8.282,0.000915527
8.283,0.00105249
8.284,0.000778565
8.285,0.000899901
8.286,0.000868649
8.287,0.000778566
8.288,0.000762939
8.289,0.001158197
8.29,0.00218311
8.291,0.003036131
8.292,0.002930424
8.293,0.003310052
8.294,0.003356934
8.295,0.003325679
8.296,0.003235601
8.297,0.003219973
8.298,0.003356934
8.299,0.003325678
8.3,0.00325123
8.301,0.003372562
8.302,0.003188717
8.303,0.003188717
8.304,0.003493893
8.305,0.003219975
8.306,0.003372563
8.307,0.003462634
8.308,0.002946058
8.309,0.002930429
8.31,0.004914072
8.311,0.005234877
8.312,0.00579834
8.313,0.005661382
8.314,0.007081563
8.315,0.008361073
8.316,0.008087158
8.317,0.007950201
8.318,0.008071528
8.319,0.008224115
8.32,0.006635712
8.321,0.005508795
8.322,0.005508795
8.323,0.005661383
8.324,0.005767077
8.325,0.00579834
8.326,0.00537184
8.327,0.005782708
8.328,0.005493164
8.329,0.005935295
8.33,0.005493164
8.331,0.005508797
8.332,0.005677017
8.333,0.005782707
8.334,0.005356209
8.335,0.005645752
8.336,0.005614485
8.337,0.005371843
8.338,0.005919661
8.339,0.00579834
8.34,0.005387478
8.341,0.005645752
8.342,0.005767072
8.343,0.00567702
8.344,0.007339853
8.345,0.007828886
8.346,0.007950205
8.347,0.008224111
8.348,0.008071523
8.349,0.007950205
8.35,0.00793457
8.351,0.008208475
8.352,0.008055887
8.353,0.008071522
8.354,0.00967558
8.355,0.010681152
8.356,0.010665516
8.357,0.010481656
8.358,0.008361061
8.359,0.008118431
8.36,0.00798148
8.361,0.008239746
8.362,0.008130287
8.363,0.00579834
8.364,0.005387488
8.365,0.005630115
8.366,0.005614477
8.367,0.005630114
8.368,0.005767064
8.369,0.0055832
8.37,0.003431331
8.371,0.003067396
8.372,0.001768501
8.373,0.000931166
8.374,0.001036838
8.375,0.001052476
8.376,0.000931166
8.377,0.00064163
8.378,0.00064163
8.379,0.001005557
8.38,0.000762939
8.381,0.001052476
8.382,0.00218315
8.383,0.003051758
8.384,0.003325653
8.385,0.003204346
8.386,0.003067398
8.387,0.003219986
8.388,0.003083039
8.389,0.003372574
8.39,0.002989194
8.391,0.001342009
8.392,0.000762939
8.393,0.000884244
8.394,0.000884244
8.395,0.000747298
8.396,0.000731656
8.397,0.000794223
8.398,0.002914812
8.399,0.004882813
8.4,0.006929025
8.401,0.009538662
8.402,0.012085729
8.403,0.014405833
8.404,0.017183702
8.405,0.020341119
8.406,0.02252428
8.407,0.025177002
8.408,0.026597224
8.409,0.027755352
8.41,0.027618408
8.411,0.027861008
8.412,0.027755352
8.413,0.02778664
8.414,0.028029239
